,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV5117,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp.HMT180
ASV5118,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella salivae
ASV5119,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium sp.HMT370
ASV5120,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV5121,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV5122,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella sp.HMT928
ASV5123,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT300
ASV5124,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV5125,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV5126,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sp.HMT134
ASV5127,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces lingnae_[Not_Validly_Published]
ASV5128,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella atypica
ASV5129,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans
ASV5130,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes
ASV5131,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister invisus
ASV5132,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella marshii
ASV5133,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema socranskii
ASV5134,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sputigena
ASV5135,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sp.HMT442
ASV5136,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes
ASV5137,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp.HMT004
ASV5138,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia sp.HMT217
ASV5139,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT292
ASV5140,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces graevenitzii
ASV5141,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,Atopobium sp.HMT810
ASV5142,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV5143,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
ASV5144,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia
ASV5145,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium,Fretibacterium sp.HMT362
ASV5146,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae [G-3],Ruminococcaceae [G-3] bacterium_HMT381
ASV5147,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonellaceae [G-1],Veillonellaceae [G-1] bacterium_HMT155
ASV5148,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV5149,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA
ASV5150,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
ASV5151,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella sp.HMT912
ASV5152,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga granulosa
ASV5153,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas catoniae
ASV5154,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp.HMT275
ASV5155,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV5156,Bacteria,NA,NA,NA,NA,NA,NA
ASV5157,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV5158,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Lachnoanaerobaculum,Lachnoanaerobaculum sp.HMT083
ASV5159,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV5160,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV5161,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV5162,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp.HMT277
ASV5163,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
ASV5164,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA
ASV5165,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella denticariosi
ASV5166,Bacteria,NA,NA,NA,NA,NA,NA
ASV5167,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp.HMT040
ASV5168,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
ASV5169,Bacteria,NA,NA,NA,NA,NA,NA
ASV5170,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV5171,Bacteria,NA,NA,NA,NA,NA,NA
ASV5172,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV5173,Bacteria,NA,NA,NA,NA,NA,NA
ASV5174,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bergeyella,Bergeyella sp.HMT319
ASV5175,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV5176,Bacteria,NA,NA,NA,NA,NA,NA
ASV5177,Bacteria,NA,NA,NA,NA,NA,NA
ASV5178,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
ASV5179,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,NA,NA,NA
ASV5180,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,NA,NA,NA
ASV5181,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella denticariosi
ASV5182,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
ASV5183,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV5184,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces odontolyticus
ASV5185,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii
ASV5186,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus sp.HMT259
ASV5187,Bacteria,NA,NA,NA,NA,NA,NA
ASV5188,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV5189,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
ASV5190,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
ASV5191,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
ASV5192,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,NA,NA
ASV5193,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta
ASV5194,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp.HMT321
ASV5195,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV5196,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA
ASV5197,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium flavescens
ASV5198,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
ASV5199,Bacteria,NA,NA,NA,NA,NA,NA
ASV5200,Bacteria,NA,NA,NA,NA,NA,NA
ASV5201,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,NA,NA,NA
ASV5202,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,NA,NA,NA
ASV5203,Bacteria,NA,NA,NA,NA,NA,NA
ASV5204,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,NA,NA
ASV5205,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta
ASV5206,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas gilardii
ASV5207,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium loti
ASV5208,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV5209,Bacteria,NA,NA,NA,NA,NA,NA
ASV5210,Bacteria,NA,NA,NA,NA,NA,NA
ASV5211,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter capsulatus
ASV5212,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,NA,NA,NA
ASV5213,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
ASV5214,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV5215,Bacteria,NA,NA,NA,NA,NA,NA
ASV5216,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV5217,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
ASV5218,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV5219,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,NA
ASV5220,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Mogibacterium,Mogibacterium vescum
ASV5221,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,Atopobium minutum
ASV5222,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV5223,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia sp.HMT221
ASV5224,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT305
ASV5225,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella rava
ASV5226,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cancerogenus
ASV5227,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ultunensis
ASV5228,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,NA
ASV5229,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
ASV5230,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica
ASV5231,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus lactarius
ASV5232,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella rogosae
ASV5233,Bacteria,NA,NA,NA,NA,NA,NA
ASV5234,Bacteria,Bacteroidetes,Bacteroidetes [C-1],Bacteroidetes [O-1],Bacteroidetes [F-1],Bacteroidetes [G-3],Bacteroidetes [G-3] bacterium_HMT280
ASV5235,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella enoeca
ASV5236,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta
ASV5237,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV5238,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sp.HMT919
ASV5239,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,NA
ASV5240,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV5241,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA
ASV5242,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces graevenitzii
ASV5243,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Stomatobaculum,Stomatobaculum sp.HMT373
ASV5244,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV5245,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sputigena
ASV5246,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oulorum
ASV5247,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum_subsp.animalis
ASV5248,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV5249,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
ASV5250,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA
ASV5251,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
ASV5252,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces israelii
ASV5253,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV5254,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Lachnoanaerobaculum,NA
ASV5255,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae [G-3],NA
ASV5256,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae [G-2],Ruminococcaceae [G-2] bacterium_HMT085
ASV5257,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT313
ASV5258,Bacteria,NA,NA,NA,NA,NA,NA
ASV5259,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV5260,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae
ASV5261,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.HMT032
ASV5262,Bacteria,NA,NA,NA,NA,NA,NA
ASV5263,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris
ASV5264,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium matruchotii
ASV5265,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus
ASV5266,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella sp.HMT914
ASV5267,Bacteria,NA,NA,NA,NA,NA,NA
ASV5268,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV5269,Bacteria,NA,NA,NA,NA,NA,NA
ASV5270,Bacteria,NA,NA,NA,NA,NA,NA
ASV5271,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
ASV5272,Bacteria,NA,NA,NA,NA,NA,NA
ASV5273,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae [G-1],Erysipelotrichaceae [G-1] bacterium_HMT904
ASV5274,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineae [G-1],Anaerolineae [G-1] bacterium_HMT439
ASV5275,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea sp.HMT320
ASV5276,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV5277,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV5278,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus
ASV5279,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV5280,Bacteria,NA,NA,NA,NA,NA,NA
ASV5281,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii
ASV5282,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT443
ASV5283,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema sp.HMT951
ASV5284,Bacteria,NA,NA,NA,NA,NA,NA
ASV5285,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
ASV5286,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema maltophilum
ASV5287,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
ASV5288,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV5289,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp.HMT318
ASV5290,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
ASV5291,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV5292,Bacteria,NA,NA,NA,NA,NA,NA
ASV5293,Bacteria,NA,NA,NA,NA,NA,NA
ASV5294,Bacteria,NA,NA,NA,NA,NA,NA
ASV5295,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp.HMT004
ASV5296,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV5297,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,NA
ASV5298,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus phoenicis
ASV5299,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV5300,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter capsulatus
ASV5301,Bacteria,NA,NA,NA,NA,NA,NA
ASV5302,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacteriaceae [G-1],Propionibacteriaceae [G-1] bacterium_HMT915
ASV5303,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella sp.HMT308
ASV5304,Bacteria,NA,NA,NA,NA,NA,NA
ASV5305,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV5306,Bacteria,NA,NA,NA,NA,NA,NA
ASV5307,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
ASV5308,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema maltophilum
ASV5309,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bergeyella,Bergeyella sp.HMT319
ASV5310,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV5311,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacteriaceae [G-2],Propionibacteriaceae [G-2] bacterium_HMT192
ASV5312,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus saccharolyticus
ASV5313,Bacteria,Bacteroidetes,Bacteroidetes [C-1],Bacteroidetes [O-1],Bacteroidetes [F-1],Bacteroidetes [G-3],NA
ASV5314,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV5315,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp.HMT004
ASV5316,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV5317,Bacteria,NA,NA,NA,NA,NA,NA
ASV5318,Bacteria,NA,NA,NA,NA,NA,NA
ASV5319,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,NA,NA,NA
ASV5320,Bacteria,NA,NA,NA,NA,NA,NA
ASV5321,Bacteria,NA,NA,NA,NA,NA,NA
ASV5322,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
ASV5323,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
ASV5324,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV5325,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,NA
ASV5326,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacteriaceae [G-2],Propionibacteriaceae [G-2] bacterium_HMT192
ASV5327,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV5328,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonellaceae [G-1],NA
ASV5329,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,Peptococcus sp.HMT168
ASV5330,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV5331,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV5332,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter sp.HMT513
ASV5333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,Tannerella sp.HMT808
ASV5334,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV5335,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia mirabilis
ASV5336,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus lactarius
ASV5337,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,NA
ASV5338,Bacteria,NA,NA,NA,NA,NA,NA
ASV5339,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT526
ASV5340,Bacteria,NA,NA,NA,NA,NA,NA
ASV5341,Bacteria,Bacteroidetes,Bacteroidetes [C-1],Bacteroidetes [O-1],Bacteroidetes [F-1],Bacteroidetes [G-3],Bacteroidetes [G-3] bacterium_HMT365
ASV5342,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Lachnoanaerobaculum,NA
ASV5343,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella,Simonsiella muelleri
ASV5344,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,NA
ASV5345,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT313
ASV5346,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Parvimonas,NA
ASV5347,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT317
ASV5348,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae [G-3],NA
ASV5349,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA,NA
ASV5350,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
ASV5351,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Lachnoanaerobaculum,NA
ASV5352,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
ASV5353,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV5354,Bacteria,NA,NA,NA,NA,NA,NA
ASV5355,Bacteria,Actinobacteria,NA,NA,NA,NA,NA
ASV5356,Bacteria,NA,NA,NA,NA,NA,NA
ASV5357,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV5358,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio fairfieldensis
ASV5359,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella maculosa
ASV5360,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV5361,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV5362,Bacteria,NA,NA,NA,NA,NA,NA
ASV5363,Bacteria,NA,NA,NA,NA,NA,NA
ASV5364,Bacteria,NA,NA,NA,NA,NA,NA
ASV5365,Bacteria,NA,NA,NA,NA,NA,NA
ASV5366,Bacteria,NA,NA,NA,NA,NA,NA
ASV5367,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV5368,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV5369,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
ASV5370,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV5371,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea vestrisii
ASV5372,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV5373,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV5374,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella atypica
ASV5375,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV5376,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
ASV5377,Bacteria,NA,NA,NA,NA,NA,NA
